Sentence,Emotion
"When he awoke and found that his lady had tricked him, and left him alone on the wild rock, he said, ""Alas! what roguery there is in the world!"" and there he sat in great grief and fear, not knowing what to do",6
"However, he still felt very hungry, and the salad tasted very nice; so he ate on till he came to another kind of salad, and scarcely had he tasted it when he felt another change come over him, and soon saw that he was lucky enough to have found his old shape again",4
"And the beautiful young lady fell upon her knees before him, and said, ""O dearest huntsman! forgive me all the ill I have done you; my mother forced me to it, it was against my will, for I always loved you very much",6
"So they were married, and lived together very happily till they died",4
"Each wanted to be first at drawing the water, and so they were in such a hurry that all let their pitchers fall into the well, and they stood very foolishly looking at one another, and did not know what to do, for none dared go home",3
"Then she was much grieved, and went to her father and mother, and asked if she had any brothers, and what had become of them",6
"So they dared no longer hide the truth from her, but said it was the will of Heaven, and that her birth was only the innocent cause of it; but the little girl mourned sadly about it every day, and thought herself bound to do all she could to bring her brothers back; and she had neither rest nor ease, till at length one day she stole away, and set out into the wide world to find her brothers, wherever they might be, and free them, whatever it might cost her",6
"When the little girl heard this (for she stood behind the door all the time and listened), she ran forward, and in an instant all the ravens took their right form again; and all hugged and kissed each other, and went merrily home",4
"At length she became uneasy, and wakened the boy, and asked: ""Do you know where my husband is",3
"She carried him down, and then with loud screams she hastened to the boy""s father, ""Your boy,"" cried she, ""has been the cause of a great misfortune",2
He has thrown my husband down the steps so that he broke his leg,2
Take the good-for-nothing fellow out of our house.,2
"""What wicked tricks are these?"" said he",2
Go out of my sight,2
I will see you no more.,2
"If you are cold, come and take a seat by the fire and warm yourselves.",2
Ah! now I know what it is to shudder!,4
"""The old woman has destroyed all my brethren in fire and smoke; she seized sixty of them at once, and took their lives",6
"But when she had reached the middle, and heard the water rushing beneath her, she was after all, afraid, and stood still, and ventured no farther",3
"The bean thanked him most prettily, but as the tailor used black thread, all beans since then have a black seam",4
"""Lord have mercy on us!"" cried the father; ""is that all you have learnt",2
"Then the father fell into a rage and said: ""Oh, you lost man, you have spent the precious time and learnt nothing; are you not ashamed to appear before my eyes",2
"The youth wandered on, and after some time came to a fortress where he begged for a night""s lodging",6
"He listened to them, and when he became aware of what they were saying, he grew very thoughtful and sad",6
"Because I am beginning to grow old, and had rather lie at my ease by the fire than run about the house after the mice, my mistress laid hold of me, and was going to drown me; and though I have been lucky enough to get away from her, I do not know what I am to live upon.",6
